batch_id,instance_id,repetition,seed,core,pid,started_at_utc,finished_at_utc,wall_time_seconds,simulation_runtime_seconds,algorithm_time_seconds,algorithm_dispatch_count,score,return_code,status,workspace,log_path,error
20260730_205247,61,1,61001,0,3597173,2026-07-30T20:52:47.683832+00:00,2026-07-30T22:53:33.809489+00:00,7246.126,7242.854532,4900.12,1698,3101773729.5031114,0,SUCCESS,jobs/instance_061/repetition_001_seed_61001,jobs/instance_061/repetition_001_seed_61001/worker.log,
20260730_205247,61,2,61002,1,3597174,2026-07-30T20:52:47.684457+00:00,2026-07-30T22:47:41.765264+00:00,6894.081,6890.901714,4651.201,1562,2988569311.0184445,0,SUCCESS,jobs/instance_061/repetition_002_seed_61002,jobs/instance_061/repetition_002_seed_61002/worker.log,
20260730_205247,61,3,61003,2,3597175,2026-07-30T20:52:47.685020+00:00,2026-07-30T22:47:02.500172+00:00,6854.815,6851.642824,4672.375,1598,2842708863.6992226,0,SUCCESS,jobs/instance_061/repetition_003_seed_61003,jobs/instance_061/repetition_003_seed_61003/worker.log,
20260730_205247,61,4,61004,3,3597176,2026-07-30T20:52:47.685555+00:00,2026-07-30T23:00:09.332876+00:00,7641.647,7638.483445,5154.846,1823,3252166814.1046667,0,SUCCESS,jobs/instance_061/repetition_004_seed_61004,jobs/instance_061/repetition_004_seed_61004/worker.log,
20260730_205247,61,5,61005,4,3597177,2026-07-30T20:52:47.686037+00:00,2026-07-30T23:03:14.106569+00:00,7826.421,7823.07242,5253.867,1859,3482542235.3986664,0,SUCCESS,jobs/instance_061/repetition_005_seed_61005,jobs/instance_061/repetition_005_seed_61005/worker.log,
20260730_205247,62,1,62001,5,3597178,2026-07-30T20:52:47.686548+00:00,2026-07-30T22:53:09.589014+00:00,7221.902,7218.732093,4877.441,1694,2972698142.881778,0,SUCCESS,jobs/instance_062/repetition_001_seed_62001,jobs/instance_062/repetition_001_seed_62001/worker.log,
20260730_205247,62,2,62002,6,3597179,2026-07-30T20:52:47.687164+00:00,2026-07-30T22:42:25.287868+00:00,6577.601,6574.580815,4485.009,1493,2751208198.668889,0,SUCCESS,jobs/instance_062/repetition_002_seed_62002,jobs/instance_062/repetition_002_seed_62002/worker.log,
20260730_205247,62,3,62003,7,3597180,2026-07-30T20:52:47.687778+00:00,2026-07-30T22:49:20.569601+00:00,6992.882,6989.821014,4748.977,1633,2823774787.4072223,0,SUCCESS,jobs/instance_062/repetition_003_seed_62003,jobs/instance_062/repetition_003_seed_62003/worker.log,
20260730_205247,62,4,62004,8,3597181,2026-07-30T20:52:47.688416+00:00,2026-07-30T22:54:49.435235+00:00,7321.747,7318.676114,4950.565,1722,3147703360.2506666,0,SUCCESS,jobs/instance_062/repetition_004_seed_62004,jobs/instance_062/repetition_004_seed_62004/worker.log,
20260730_205247,62,5,62005,9,3597182,2026-07-30T20:52:47.689168+00:00,2026-07-30T23:06:39.054775+00:00,8031.366,8028.928964,5329.492,1990,3605854016.863,0,SUCCESS,jobs/instance_062/repetition_005_seed_62005,jobs/instance_062/repetition_005_seed_62005/worker.log,
