algorithm,instance_id,status,score,runtime_seconds,simulator_runtime_seconds,started_at_utc,finished_at_utc,seed,pid,error
AGVNS,instance_9,SUCCESS,160.08,351.077784,,2026-08-24T10:14:10.109839+00:00,2026-08-24T10:20:01.187647+00:00,20269825,3551,
