algorithm,instance_id,status,score,runtime_seconds,simulator_runtime_seconds,started_at_utc,finished_at_utc,seed,pid,error
AGVNS,instance_25,SUCCESS,12232.082778,7535.155646,,2026-08-24T10:51:55.483656+00:00,2026-08-24T12:57:30.639328+00:00,20285825,13065,
