algorithm,instance_id,status,score,runtime_seconds,simulator_runtime_seconds,started_at_utc,finished_at_utc,seed,pid,error
AGVNS,instance_2,SUCCESS,93.72,252.178371,,2026-08-24T10:14:08.878255+00:00,2026-08-24T10:18:21.056650+00:00,20262828,3535,
