algorithm,instance_id,status,score,runtime_seconds,simulator_runtime_seconds,started_at_utc,finished_at_utc,seed,pid,error
AGVNS,instance_2,SUCCESS,90.76,254.650580,,2026-08-24T10:09:56.700410+00:00,2026-08-24T10:14:11.351015+00:00,20262825,8,
