batch_id,instance_id,repetition,seed,core,pid,started_at_utc,finished_at_utc,wall_time_seconds,simulation_runtime_seconds,algorithm_time_seconds,algorithm_dispatch_count,score,return_code,status,workspace,log_path,error
20260731_084531,63,1,63001,10,4005733,2026-07-31T08:45:31.200533+00:00,2026-07-31T10:23:52.089672+00:00,5900.889,,5265.221,37,,255,FAILED,jobs/instance_063/repetition_001_seed_63001,jobs/instance_063/repetition_001_seed_63001/worker.log,worker exited with code 255; missing final score; missing simulation runtime
20260731_084531,63,2,63002,11,4005734,2026-07-31T08:45:31.201333+00:00,2026-07-31T10:16:48.323036+00:00,5477.122,,4841.772,37,,255,FAILED,jobs/instance_063/repetition_002_seed_63002,jobs/instance_063/repetition_002_seed_63002/worker.log,worker exited with code 255; missing final score; missing simulation runtime
20260731_084531,63,3,63003,12,4005735,2026-07-31T08:45:31.202190+00:00,2026-07-31T10:10:49.628674+00:00,5118.426,,4482.021,37,,255,FAILED,jobs/instance_063/repetition_003_seed_63003,jobs/instance_063/repetition_003_seed_63003/worker.log,worker exited with code 255; missing final score; missing simulation runtime
20260731_084531,63,4,63004,13,4005736,2026-07-31T08:45:31.202970+00:00,2026-07-31T10:17:41.586932+00:00,5530.384,,4894.635,37,,255,FAILED,jobs/instance_063/repetition_004_seed_63004,jobs/instance_063/repetition_004_seed_63004/worker.log,worker exited with code 255; missing final score; missing simulation runtime
20260731_084531,63,5,63005,14,4005737,2026-07-31T08:45:31.203729+00:00,2026-07-31T09:54:59.743339+00:00,4168.54,,3534.137,34,,255,FAILED,jobs/instance_063/repetition_005_seed_63005,jobs/instance_063/repetition_005_seed_63005/worker.log,worker exited with code 255; missing final score; missing simulation runtime
20260731_084531,64,1,64001,15,4005738,2026-07-31T08:45:31.204583+00:00,2026-07-31T10:32:04.262765+00:00,6393.058,,5757.892,37,,255,FAILED,jobs/instance_064/repetition_001_seed_64001,jobs/instance_064/repetition_001_seed_64001/worker.log,worker exited with code 255; missing final score; missing simulation runtime
20260731_084531,64,2,64002,16,4005739,2026-07-31T08:45:31.205624+00:00,2026-07-31T10:21:36.364660+00:00,5765.159,,5129.677,37,,255,FAILED,jobs/instance_064/repetition_002_seed_64002,jobs/instance_064/repetition_002_seed_64002/worker.log,worker exited with code 255; missing final score; missing simulation runtime
20260731_084531,64,3,64003,17,4005740,2026-07-31T08:45:31.207276+00:00,2026-07-31T09:40:30.586046+00:00,3299.379,,2670.225,26,,255,FAILED,jobs/instance_064/repetition_003_seed_64003,jobs/instance_064/repetition_003_seed_64003/worker.log,worker exited with code 255; missing final score; missing simulation runtime
20260731_084531,64,4,64004,18,4005741,2026-07-31T08:45:31.208855+00:00,2026-07-31T10:07:26.056165+00:00,4914.847,,4281.392,32,,255,FAILED,jobs/instance_064/repetition_004_seed_64004,jobs/instance_064/repetition_004_seed_64004/worker.log,worker exited with code 255; missing final score; missing simulation runtime
20260731_084531,64,5,64005,19,4005742,2026-07-31T08:45:31.210279+00:00,2026-07-31T10:12:25.129414+00:00,5213.919,,4578.708,32,,255,FAILED,jobs/instance_064/repetition_005_seed_64005,jobs/instance_064/repetition_005_seed_64005/worker.log,worker exited with code 255; missing final score; missing simulation runtime
